name,successor,start,end,region
Фивы,Афины,1207,1314,ВЕ
Миконос,Османская империя,1207,1290,ВЕ
Наксос (Архипелаг),Османская империя,1207,1579,ВЕ
Намфио (Анафи),Османская империя,1207,1537,ВЕ
Нио (Иос),Османская империя,1207,1537,ВЕ
Санторин,Османская империя,1207,1537,ВЕ
Серифос,Османская империя,1207,1537,ВЕ
Сифанто (Сифнос),Османская империя,1207,1617,ВЕ
Стампалия,Османская империя,1207,1537,ВЕ
Термия (Китнос),Османская империя,1207,1617,ВЕ
Чериго (Кифера),Османская империя,1207,1497,ВЕ
Патры,Византия,1209,1430,ВЕ
Спалато (Сплит),Венгрия,1210,1416,ВЕ
Дерпт (Дорпат),Россия,1211,1558,ВЕ
Юрьевское княжество,Московское великое княжество,1212,1345,ВЕ
Якшан,Золотая Орда,1215,1300,ВЕ
Углицкое княжество,Московское великое княжество,1216,1448,ВЕ
Селония (Семигалия),Рига,1217,1251,ВЕ
Ярославское княжество,Московское великое княжество,1218,1463,ВЕ
Ревель,Курляндия,1219,1560,ВЕ
Степаньское княжество,Литва,1220,1390,ВЕ
Эзель,Курляндия,1227,1541,ВЕ
Кумания,Молдова,1227,1342,ВЕ
Аморгос,Наксос,1227,1365,ВЕ
Золотая Орда (Улус Джучи),,1227,1435,ВЕ
Будоница,Османская империя,1230,1414,ВЕ
Северин,Трансильвания,1233,1438,ВЕ
Рогозница,Венеция,1235,1571,ВЕ
Ливонский орден,Курляндия,1237,1561,ВЕ
Белозерское княжество,Московское великое княжество,1238,1486,ВЕ
Стародубское княжество,Московское княжество,1238,1460,ВЕ
Суздальско-Нижегородское княжество,Московское княжество,1238,1424,ВЕ
Дмитровское княжество,Московское царство,1238,1569,ВЕ
Горж,Венгрия,1240,1290,ВЕ
Слуцкое княжество,Литва,1240,1587,ВЕ
Литовское великое княжество,Россия,1240,1795,ВЕ
Легница (Лигниц),Австрия,1242,1663,ВЕ
Тверское великое княжество,Московское великое княжество,1242,1490,ВЕ
Глогув (Глогау),Чехия,1242,1331,ВЕ
Вармия (Эрмланд),Польша,1243,1479,ВЕ
Новогрудское княжество,Литва,1245,1431,ВЕ
Брянское княжество,Литовское великое княжество,1245,1430,ВЕ
Глуховское княжество,Литва,1246,1407,ВЕ
Карачевское княжество,Литва,1246,1360,ВЕ
Галицкое княжество,Московское великое княжество,1246,1453,ВЕ
Оболенское княжество,Московское великое княжество,1246,1392,ВЕ
Тарусское княжество,Московское великое княжество,1246,1392,ВЕ
Костромское княжество,Московское княжество,1246,1303,ВЕ
Мазовия,Польша,1248,1526,ВЕ
Арджеш,Валахия,1250,1324,ВЕ
Ангелокастрон,Кефаления,1258,1407,ВЕ
Серадз,Великая Польша,1260,1294,ВЕ
Слонимское княжество,Литва,1260,1320,ВЕ
Аркадия,Османская империя,1261,1432,ВЕ
Парос,Османская империя,1262,1537,ВЕ
Холмское княжество,Польша,1263,1366,ВЕ
Городецкое княжество,Московское великое княжество,1264,1403,ВЕ
Корфу (Керкира),Неаполь,1265,1373,ВЕ
Бурценланд (Цара Бырсей),Венгрия,1270,1480,ВЕ
Фоминско-Березуйское княжество,Литва,1270,1387,ВЕ
Конинское княжество,Московское великое княжество,1270,1437,ВЕ
Дураццо,Венеция,1271,1392,ВЕ
Фессалия,Византия,1271,1318,ВЕ
Саган (Заган),Чехия,1273,1482,ВЕ
Явор (Зауэр),Пруссия,1274,1368,ВЕ
Московское княжество,Россия,1276,1547,ВЕ
Опава (Троппау),Австрия,1278,1501,ВЕ
Вологощ (Померания-Вольгаст),Щецин,1278,1625,ВЕ
Можайское княжество,Московское великое княжество,1279,1492,ВЕ
Добжин,Польша,1279,1352,ВЕ
Баница,Герцеговина,1280,1452,ВЕ
Ополе (Оппельн),Австрия,1281,1532,ВЕ
Рацибуж (Ратибор),Бранденбург,1281,1521,ВЕ
Козле,Бытом,1281,1286,ВЕ
Бытом (Бауцен),Чехия,1281,1351,ВЕ
Сирос,Венеция,1285,1494,ВЕ
Быдгощское княжество,Иновроцлав,1287,1339,ВЕ
Унгвар,Австрия,1288,1711,ВЕ
Иновроцлав,Польша,1288,1340,ВЕ
Козельское княжество,Литва,1290,1454,ВЕ
Тешин (Цешин),Австрия,1291,1653,ВЕ
Освенцим (Аушвиц),Польша,1291,1457,ВЕ
Эгина,Венеция,1294,1451,ВЕ
Югра,Московское великое княжество,1300,1499,ВЕ
Пермь Малая (Lesser Perm),Московское княжество,1300,1502,ВЕ
Буркун-Дарго,Россия,1300,1876,ВЕ
Симсим,Тимуриды,1300,1395,ВЕ
Нейсе,Пруссия,1302,1810,ВЕ
Самос,Византия,1303,1329,ВЕ
Хиос,Османская империя,1304,1566,ВЕ
Поликандрос (Фолегандро),Османская империя,1307,1617,ВЕ
Сикинос,Османская империя,1307,1537,ВЕ
Намыслов (Намслау),Олесница,1309,1416,ВЕ
Нисирос,Османская империя,1311,1479,ВЕ
Зембице (Мюнстерберг),Австрия,1312,1569,ВЕ
Олесница (Эльс),Пруссия,1312,1792,ВЕ
Свидница (Швайдниц),Чехия,1312,1368,ВЕ
Немодлин (Фалькенберг),Ополе,1313,1455,ВЕ
Видин,Османская империя,1313,1396,ВЕ
Вижна,Польша,1313,1442,ВЕ
Сохачев,Польша,1313,1442,ВЕ
Черск,Польша,1313,1503,ВЕ
Зубцовское княжество,Московское великое княжество,1318,1460,ВЕ
Клинское княжество,Московское великое княжество,1318,1450,ВЕ
Холмское княжество,Московское великое княжество,1319,1508,ВЕ
Звенигородское княжество,Литва,1320,1408,ВЕ
Подберезское княжество,Литва,1320,1460,ВЕ
Канина,Османская империя,1320,1420,ВЕ
Малмыж,Россия,1320,1553,ВЕ
Пижан,Россия,1320,1553,ВЕ
Добруджа (Добротица),Османская империя,1322,1393,ВЕ
Валахия,Румыния,1324,1859,ВЕ
Моложское княжество,Московское великое княжество,1325,1450,ВЕ
Занте,Османская империя,1328,1485,ВЕ
Звенигородское княжество,Московское великое княжество,1331,1492,ВЕ
Мирдита,Османская империя,1337,1410,ВЕ
Морейский деспотат (Морея),Османская империя,1339,1460,ВЕ
Острожское княжество,Речь Посполитая,1340,1620,ВЕ
Серпуховское княжество,Московское великое княжество,1341,1472,ВЕ
Варшавское княжество,Польша,1341,1524,ВЕ
Рава,Польша,1341,1442,ВЕ
Дорогобужское княжество,Москва,1343,1505,ВЕ
Сугорское княжество,Белозерское княжество,1345,1375,ВЕ
Бжег (Бриг),Австрия,1346,1664,ВЕ
Янина,Венеция,1349,1407,ВЕ
Мосальское княжество,Московское великое княжество,1350,1494,ВЕ
Дривасто (Дристи),Османская империя,1350,1478,ВЕ
Табасаран,Россия,1350,1850,ВЕ
Молдова,Румыния,1350,1859,ВЕ
Приштина,Османская империя,1351,1398,ВЕ
Плоцк,Польша,1351,1503,ВЕ
Вельбужд,Османская империя,1355,1395,ВЕ
Рудник,Османская империя,1355,1438,ВЕ
Скодра (Скутари),Венеция,1356,1396,ВЕ
Валона,Османская империя,1356,1417,ВЕ
Паштровичи,Венеция,1358,1432,ВЕ
Аргос,Ахайя,1359,1388,ВЕ
Мезецкое княжество,Московское великое княжество,1360,1504,ВЕ
Арта,Османская империя,1360,1449,ВЕ
Струмица,Османская империя,1360,1395,ВЕ
Локрида,Венеция,1362,1407,ВЕ
Охрид,Османская империя,1365,1385,ВЕ
Крнов (Ягерндорф),Австрия,1366,1523,ВЕ
Прилеп,Османская империя,1366,1395,ВЕ
Серрес,Османская империя,1366,1371,ВЕ
Кобринское княжество,Польша,1366,1529,ВЕ
Эльблонг (Эльбинг),Польша,1366,1454,ВЕ
Кросно (Кроссен),Саган,1369,1393,ВЕ
Мстиславское княжество,Литва,1370,1529,ВЕ
Елецкое княжество,Московское великое княжество,1370,1480,ВЕ
Мышегодское княжество,Московское великое княжество,1370,1488,ВЕ
Вукова земля,Османская империя,1371,1412,ВЕ
Моравская Сербия,Османская империя,1371,1402,ВЕ
Сербская деспотовина,Османская империя,1371,1503,ВЕ
Рюген,Вологощь,1372,1459,ВЕ
Слупск (Померания-Штольп),Вологощь,1372,1459,ВЕ
Карголомское княжество,Московское великое княжество,1375,1430,ВЕ
Кемское княжество,Московское великое княжество,1375,1430,ВЕ
Шелешпанское княжество,Московское великое княжество,1375,1410,ВЕ
Белевское княжество,Московское великое княжество,1376,1558,ВЕ
Новосильское княжество,Московское великое княжество,1376,1425,ВЕ
Одоевское княжество,Московское великое княжество,1376,1547,ВЕ
Имброс,Османская империя,1384,1456,ВЕ
Чарторыйское княжество,Речь Посполитая,1384,1661,ВЕ
Андожское княжество,Московское великое княжество,1385,1430,ВЕ
Белосельское княжество,Московское великое княжество,1385,1470,ВЕ
Дукагини (Лежа),Османская империя,1385,1509,ВЕ
Порховское княжество,Литва,1386,1412,ВЕ
Шуйское княжество,Московское великое княжество,1387,1448,ВЕ
Антипарос,Османская империя,1389,1537,ВЕ
Палецкое княжество,Московское великое княжество,1390,1470,ВЕ
Пожарское княжество,Московское великое княжество,1390,1470,ВЕ
Ряполовское княжество,Московское великое княжество,1390,1440,ВЕ
Ногайская Орда,,1392,1554,ВЕ
Любин (Любен),Бжег,1399,1441,ВЕ
Заозерское княжество,Московское великое княжество,1400,1447,ВЕ
Гуцул-Дарго,Россия,1400,1876,ВЕ
Каба-Дарго,Россия,1400,1854,ВЕ
Стародубское княжество,Московское великое княжество,1406,1503,ВЕ
Корецкое княжество,Речь Посполитая,1407,1651,ВЕ
Волоцкое княжество,Московское великое княжество,1408,1513,ВЕ
Ржевское княжество,Московское великое княжество,1408,1526,ВЕ
Боровское княжество,Московское великое княжество,1410,1426,ВЕ
Вадбольское княжество,Московское великое княжество,1410,1450,ВЕ
Голибесовское княжество,Московское великое княжество,1410,1460,ВЕ
Перемышльское княжество,Московское великое княжество,1410,1427,ВЕ
Радонежское княжество,Московское великое княжество,1410,1426,ВЕ
Ромодановское княжество,Московское великое княжество,1410,1440,ВЕ
Ухтомское княжество,Московское великое княжество,1410,1450,ВЕ
Данья (Дайно),Османская империя,1414,1456,ВЕ
Гуситское государство,Чехия,1419,1434,ВЕ
Городенское княжество,Московское великое княжество,1425,1435,ВЕ
Мансурульская орда,Большая Ногайская орда,1430,1602,ВЕ
Волконское княжество,Московское великое княжество,1430,1470,ВЕ
Бесленей,Россия,1430,1774,ВЕ
Жаней,Россия,1430,1774,ВЕ
Темиргой,Россия,1430,1774,ВЕ
Хатукай,Россия,1430,1774,ВЕ
Хегак,Россия,1430,1774,ВЕ
Верейское княжество,Московское великое княжество,1432,1486,ВЕ
Вологодское княжество,Московское великое княжество,1433,1481,ВЕ
Затор,Польша,1433,1494,ВЕ
Большая Орда,,1435,1502,ВЕ
Казанское ханство,Россия,1438,1552,ВЕ
Кривоборское княжество,Московское великое княжество,1440,1470,ВЕ
Льяловское княжество,Московское великое княжество,1440,1460,ВЕ
Збаражское княжество,Речь Посполитая,1440,1627,ВЕ
Крымское ханство,Россия,1441,1785,ВЕ
Фриштат (Фрейштадт),Австрия,1442,1653,ВЕ
Клеванское княжество,Речь Посполитая,1442,1661,ВЕ
Глогувек (Гросс-Глогау),Фриштат,1442,1480,ВЕ
Матия,Османская империя,1444,1468,ВЕ
Мункач,Австрия,1445,1688,ВЕ
Барятинское княжество,Московское великое княжество,1450,1504,ВЕ
Заславское княжество,Речь Посполитая,1450,1682,ВЕ
Борогонский улус,Россия,1450,1632,ВЕ
Ботурусский улус,Россия,1450,1642,ВЕ
Кангаласский улус,Россия,1450,1642,ВЕ
Мегинский улус,Россия,1450,1642,ВЕ
Касимовское ханство,Россия,1452,1682,ВЕ
Воротынское княжество,Московское великое княжество,1455,1573,ВЕ
Астраханское ханство,Россия,1459,1556,ВЕ
Тростенское княжество,Московское великое княжество,1460,1490,ВЕ
Тюмен,Россия,1470,1594,ВЕ
Трахенберг,Австрия,1471,1741,ВЕ
Вишневецкое княжество,Речь Посполитая,1490,1744,ВЕ
Рузское княжество,Московское великое княжество,1494,1503,ВЕ
Калужское княжество,Московское великое княжество,1505,1518,ВЕ
Старицкое княжество,Россия,1519,1563,ВЕ
Дубровицкое княжество,Островское княжество,1530,1530,ВЕ
Запорожская Сечь,Россия,1530,1775,ВЕ
Алтыульская орда,калмыки,1549,1628,ВЕ
Малая Ногайская орда,Россия,1554,1783,ВЕ
Большая Ногайская орда,калмыки,1554,1634,ВЕ
Курляндия,Россия,1561,1795,ВЕ
Речь Посполитая (Польша),"Россия, Австрия и Пруссия",1569,1795,ВЕ
Большая Кабарда,Россия,1570,1774,ВЕ
Малая Кабарда,Россия,1570,1774,ВЕ
Запорожское Войско (Гетманщина),Россия,1572,1764,ВЕ
Терское казачье войско,Россия,1577,1708,ВЕ
Волув (Волау),Австрия,1586,1675,ВЕ
Трансильвания (Эрдей),Австрия,1586,1711,ВЕ
Баксан,Россия,1600,1827,ВЕ
Балкар (Малкар),Россия,1600,1827,ВЕ
Безенги,Россия,1600,1827,ВЕ
Елисуй,Россия,1600,1844,ВЕ
Илисуй (Елисуй),Россия,1600,1844,ВЕ
Карачай,Россия,1600,1828,ВЕ
Хулам,Россия,1600,1827,ВЕ
Чегем,Россия,1600,1827,ВЕ
Эндирей,Россия,1610,1825,ВЕ
Ахтыпара,Россия,1620,1839,ВЕ
Буджакская орда,Россия,1620,1807,ВЕ
Докузпара,Россия,1620,1839,ВЕ
Алтыпара,Россия,1630,1839,ВЕ
Андалал,Россия,1630,1877,ВЕ
Мехтули,Россия,1630,1867,ВЕ
Северный Табасаран,Россия,1630,1815,ВЕ
Калмыцкое ханство,Россия,1632,1771,ВЕ
Аксай,Россия,1640,1825,ВЕ
Костек,Россия,1640,1825,ВЕ
Тарки,Россия,1640,1858,ВЕ
Турло,,1640,1784,ВЕ
Казикумух,Россия,1642,1858,ВЕ
Утамыш,Кайтаг,1650,1722,ВЕ
Микадзуки,Япония,1697,1871,ВЕ
Джамбойлукская орда,Россия,1728,1783,ВЕ
Едисанская (Очаковская) орда,Россия,1728,1783,ВЕ
Едишкульская орда,Россия,1728,1783,ВЕ
Башкирское ханство,Россия,1735,1740,ВЕ
Мирдита,Албания,1750,1944,ВЕ
Кюринское ханство,Россия,1775,1864,ВЕ
Семи Островов республика,Великобритания,1800,1815,ВЕ
Сербия,Югославия,1804,1918,ВЕ
Янина,Османская империя,1807,1822,ВЕ
Данцигская республика,Пруссия,1807,1814,ВЕ
Варшавское великое герцогство,Россия,1807,1815,ВЕ
Истрия,Австрия,1809,1813,ВЕ
Ионическая республика,Греция,1815,1864,ВЕ
Северо-Кавказский имамат,Россия,1828,1859,ВЕ
Греция (Эллада),,1828,2025,ВЕ
Самоc,Греция,1832,1912,ВЕ
Венгерское государство,Австрия,1848,1849,ВЕ
Румыния,,1859,2025,ВЕ
Болгария,,1878,2025,ВЕ
Критское государство,Греция,1897,1913,ВЕ
Албания,,1912,2025,ВЕ
Идель-Урал,Россия,1917,1918,ВЕ
Терская область,Россия,1917,1920,ВЕ
Белорусская Советская Социалистическая Республика (БССР),Белоруссия,1918,1991,ВЕ
Данциг (Гданьск),Германия,1918,1939,ВЕ
Латвийская Советская Социалистическая Республика,Латвия,1918,1920,ВЕ
Западно-Украинская народная республика (ЗУНР),Польша,1918,1919,ВЕ
Лемко-Русинская республика,Польша,1918,1920,ВЕ
Тарнобжегская республика,Польша,1918,1919,ВЕ
Горская республика,Россия,1918,1920,ВЕ
Донская область,Россия,1918,1920,ВЕ
Забайкальская область,Россия,1918,1920,ВЕ
Кубанская область,Россия,1918,1920,ВЕ
Российское государство,Россия,1918,1920,ВЕ
Северная область,Россия,1918,1920,ВЕ
Южная Россия,Россия,1918,1920,ВЕ
Эстляндская трудовая коммуна,Эстония,1918,1919,ВЕ
Северо-Кавказская советская республика,Южная Россия,1918,1919,ВЕ
Югославия,,1918,2006,ВЕ
Фиуме,Италия,1919,1924,ВЕ
Беломорская Карелия,Россия,1919,1922,ВЕ
Северо-Кавказский эмират,Россия,1919,1920,ВЕ
Мемель,Германия,1920,1939,ВЕ
Срединная Литва,Польша,1920,1922,ВЕ
Приамурский край,Россия,1921,1922,ВЕ
Дагестан,,1921,2025,ВЕ
Удмуртия,,1934,2025,ВЕ
Карпатская Украина,Венгрия,1938,1939,ВЕ
Карело-Финская Советская Социалистическая Республика,Карелия,1940,1956,ВЕ
Латвийская Советская Социалистическая Республика,Латвия,1940,1991,ВЕ
Эстонская Советская Социалистическая Республика,Эстония,1940,1991,ВЕ
Карачаево-Черкесия,,1957,2025,ВЕ
Алтай,,1990,2025,ВЕ
Герцег-Босна,Босния и Герцеговина,1991,1996,ВЕ
Чечня (Ичкерия),Россия,1991,2000,ВЕ
Дубровницкая республика,Хорватия,1991,1992,ВЕ
Адыгея,,1991,2025,ВЕ
Башкортостан (Башкирия),,1991,2025,ВЕ
Белоруссия (Беларусь),,1991,2025,ВЕ
Кабардино-Балкария,,1991,2025,ВЕ
Карелия,,1991,2025,ВЕ
Коми,,1991,2025,ВЕ
Марий Эл,,1991,2025,ВЕ
Молдавия (Молдова),,1991,2025,ВЕ
Мордовия,,1991,2025,ВЕ
Приднестровье,,1991,2025,ВЕ
Саха (Якутия),,1991,2025,ВЕ
Северная Македония (до 2019 Македония),,1991,2025,ВЕ
Северная Осетия-Алания,,1991,2025,ВЕ
Сербия,,1991,2025,ВЕ
Словения,,1991,2025,ВЕ
Татарстан,,1991,2025,ВЕ
Тыва (Тува),,1991,2025,ВЕ
Украина,,1991,2025,ВЕ
Хакасия,,1991,2025,ВЕ
Чувашия,,1991,2025,ВЕ
Босния и Герцеговина,,1992,2025,ВЕ
Бурятия,,1992,2025,ВЕ
Ингушетия,,1992,2025,ВЕ
Калмыкия,,1992,2025,ВЕ
Сербская республика,,1992,2025,ВЕ
Западная Босния,Босния и Герцеговина,1993,1995,ВЕ
Чехия,,1993,2025,ВЕ
Чечня,,1999,2025,ВЕ
Косово,,2002,2025,ВЕ
Крым,,2014,2025,ВЕ
Россия,,1547,2025,ВЕ и СА
Союз Советских Социалистических Республик,,1922,1991,ВЕ/СЕ/ЦА
Эриду,Урук,-3800,-2500,ЗА
Бад-Тибира,,-3500,-2800,ЗА
Эбла (Ибла),хетты,-3000,-1600,ЗА
Ларак,,-3000,-2500,ЗА
Урук,Ур,-2900,-2104,ЗА
Киш,кутии,-2900,-2230,ЗА
Ниппур,Аккад,-2800,-2300,ЗА
Сиппар,Вавилон,-2800,-1790,ЗА
Библ (Гебал),Македония,-2800,-441,ЗА
Шуруппак,Ур,-2800,-2100,ЗА
Мари,Вавилон,-2750,-1758,ЗА
Арми,Аккад,-2700,-2290,ЗА
Дилмун (Дильмун),Ассирия,-2700,-610,ЗА
Тир (Цор),Македонская империя,-2700,-331,ЗА
Сидон,Селевкиды,-2700,-250,ЗА
Умма,Аккад,-2600,-2310,ЗА
Забум,Вавилон,-2600,-1500,ЗА
Забшали,Вавилон,-2600,-1500,ЗА
Лагаш (Гирсу),Ур,-2600,-2104,ЗА
Ур,Элам,-2600,-2103,ЗА
Башими,иранцы,-2600,-1500,ЗА
Варахше (Мархаше),иранцы,-2600,-1500,ЗА
Намар,иранцы,-2600,-1500,ЗА
Акшак (Укушук),Аккад,-2500,-2320,ЗА
Элам (Хал-тамти),Ассирия,-2500,-644,ЗА
Уркеш,Вавилония,-2500,-1800,ЗА
Мескена (Имар),Хеттское царство,-2500,-1300,ЗА
Угарит,хетты,-2500,-1275,ЗА
Мархаши,,-2500,-2500,ЗА
Адаб,,-2500,-2300,ЗА
Хамази,,-2500,-1900,ЗА
Луллубеев союз,Ассирия,-2400,-650,ЗА
Субарту,Урарту,-2350,-820,ЗА
Дер (Деру),Элам,-2350,-1230,ЗА
Аккад,кутии,-2316,-2137,ЗА
Кутиев союз,Ассирия,-2230,-900,ЗА
Кимаш,Ур,-2230,-1990,ЗА
Кумурди,Ур,-2205,-1990,ЗА
Харши,Ур,-2205,-1990,ЗА
Анат,Вавилония,-2200,-1693,ЗА
Курда,Вавилония,-2200,-1760,ЗА
Туттуль,Вавилония,-2200,-1750,ЗА
Кисурра,Ларса,-2200,-1810,ЗА
Маган (Макан),Персидское царство,-2200,-550,ЗА
Канеш,Хеттское царство,-2200,-1750,ЗА
Эшнунна,касситы,-2100,-1727,ЗА
Ассирия (Ашшур),Вавилон и Мидия,-2050,-612,ЗА
Симану,Ур,-2050,-1990,ЗА
Симмуру,Ур,-2050,-1970,ЗА
Тукриш (Урукиш),Ур,-2050,-1970,ЗА
Урбилу,Ур,-2050,-1970,ЗА
Шашру,Ур,-2050,-1970,ЗА
Кархар,Ассирия,-2025,-674,ЗА
Иссин,Ларса,-2017,-1794,ЗА
Ларса,Вавилон,-2015,-1748,ЗА
Навар,Ур,-2000,-2000,ЗА
Аринна,Хеттское царство,-2000,-1750,ЗА
Залпува,Хеттское царство,-2000,-1750,ЗА
Неса (Нешас),Хеттское царство,-2000,-1750,ЗА
Пурусханда,Хеттское царство,-2000,-1750,ЗА
Шалабивара,Хеттское царство,-2000,-1750,ЗА
Амурру (Аморея),«народы моря»,-1900,-1200,ЗА
Арцава,«народы моря»,-1900,-1200,ЗА
Андариг,Вавилония,-1900,-1750,ЗА
Акко,Тир,-1900,-1200,ЗА
Куссар (Кушшар),Хеттское царство,-1900,-1750,ЗА
Хаттусас,Хеттское царство,-1900,-1750,ЗА
Иерусалим,евреи,-1900,-1020,ЗА
Вавилония,Персидское царство,-1894,-539,ЗА
Катна,«народы моря»,-1850,-1200,ЗА
Тунип (Тунпа),«народы моря»,-1850,-1200,ЗА
Иерихон,евреи,-1850,-1250,ЗА
Эллипи (Элипи),Ассирия,-1800,-700,ЗА
Бурундум,Вавилон,-1800,-1800,ЗА
Элахут,Вавилон,-1800,-1800,ЗА
Тутуб,Вавилония,-1800,-1800,ЗА
Апум,Вавилония,-1800,-1728,ЗА
Берит,,-1800,-551,ЗА
Хеттское царство,«народы моря»,-1750,-1200,ЗА
Диниктум,Ассирия,-1750,-1750,ЗА
Кархемиш,Ассирия,-1750,-712,ЗА
Адма (Адама),Вавилония,-1750,-1750,ЗА
Гоморра,Вавилония,-1750,-1750,ЗА
Севоим,Вавилония,-1750,-1750,ЗА
Сигор (Цоар),Вавилония,-1750,-1750,ЗА
Содом,Вавилония,-1750,-1750,ЗА
Хана,Митанни,-1750,-1420,ЗА
Ямхад,Хеттское царство,-1750,-1330,ЗА
Асор (Хацор),евреи,-1750,-1258,ЗА
Хеврон,евреи,-1750,-1040,ЗА
Рапикум,,-1750,-1750,ЗА
Сутиум,,-1750,-1750,ЗА
Касситское царство (Кардуниаш),Элам,-1742,-1157,ЗА
Залмакум,Ассирия,-1710,-855,ЗА
Моав,Вавилония,-1700,-586,ЗА
Герар,Газа,-1700,-1200,ЗА
Аммон,Иудея,-1700,-150,ЗА
Троя (Илион),ахейцы,-1700,-1250,ЗА
Ахшаф,евреи,-1700,-1050,ЗА
Аррапха,Ассирия,-1600,-1340,ЗА
Митанни (Хурри),Ассирия,-1600,-1270,ЗА
Пала (Пафлагония),Фригия,-1600,-1200,ЗА
Адуллам,евреи,-1600,-1050,ЗА
Гезер,евреи,-1600,-1050,ЗА
Мадиан,евреи,-1600,-1100,ЗА
Сихем (Шхем),евреи,-1600,-1250,ЗА
Тоб,евреи,-1600,-990,ЗА
Нухашше (Лааш),хетты,-1600,-1250,ЗА
Зинзар,«народы моря»,-1520,-1200,ЗА
Киццувадна (Катаония),«народы моря»,-1520,-1200,ЗА
Мукиш,«народы моря»,-1520,-1200,ЗА
Аласия,«народы моря»,-1500,-1100,ЗА
Милаванда,«народы моря»,-1500,-1200,ЗА
Тархунтасса,«народы моря»,-1500,-1200,ЗА
Арад,Едом,-1500,-600,ЗА
Кана (Кенаф),Хеттское царство,-1470,-1300,ЗА
Афек,евреи,-1470,-1250,ЗА
Беерот,евреи,-1470,-1200,ЗА
Бефсан (Бет-Шеан),евреи,-1470,-1005,ЗА
Гаваон (Гивон),евреи,-1470,-1200,ЗА
Дотан,евреи,-1470,-1000,ЗА
Мегиддо,евреи,-1470,-1020,ЗА
Мером,евреи,-1470,-1200,ЗА
Пехел,евреи,-1470,-1250,ЗА
Соко (Сохо),евреи,-1470,-1200,ЗА
Таанах,евреи,-1470,-1200,ЗА
Шимрон (Шимру),евреи,-1470,-1200,ЗА
Тушульти,Хеттское царство,-1450,-1300,ЗА
Хази,Хеттское царство,-1450,-1300,ЗА
Хабалла,«народы моря»,-1400,-1230,ЗА
Кадеш (Кинза),Ассирия,-1400,-990,ЗА
Кос,Рим,-1400,-32,ЗА
Хайаса (Ацци),Урарту,-1400,-850,ЗА
Вилуса,«народы моря»,-1380,-1200,ЗА
Арахти,хетты,-1360,-1360,ЗА
Мира,«народы моря»,-1350,-1200,ЗА
Хапалла,«народы моря»,-1350,-1220,ЗА
Шеха,«народы моря»,-1350,-1220,ЗА
Дамаск (Арам),Ассирия,-1350,-732,ЗА
Безер,Дамаск,-1350,-1350,ЗА
Кумиди,Дамаск,-1350,-1350,ЗА
Хашабу,Дамаск,-1350,-1350,ЗА
Рехоб (Бет-Рехоб),Израильское царство,-1350,-920,ЗА
Бет-Шемеш,евреи,-1350,-1350,ЗА
Ай (Hay),евреи,-1350,-1250,ЗА
"Васан (Башан, Батанея)",евреи,-1350,-1180,ЗА
Дебир,евреи,-1350,-1200,ЗА
Зоар (Зугар),евреи,-1350,-1200,ЗА
Лахиш,евреи,-1350,-1050,ЗА
Либна,евреи,-1350,-1200,ЗА
Македа,евреи,-1350,-1200,ЗА
Харошет,евреи,-1350,-1200,ЗА
Эглон,евреи,-1350,-1120,ЗА
Юрза,евреи,-1350,-1200,ЗА
Ярмут,евреи,-1350,-1200,ЗА
Айялон,евреи,-1310,-1310,ЗА
Аштарот,евреи,-1310,-1310,ЗА
Бихура,евреи,-1310,-1310,ЗА
Гат-Кармель,евреи,-1310,-1310,ЗА
Гитти-Падалла,евреи,-1310,-1310,ЗА
Гудашуна,евреи,-1310,-1310,ЗА
Земар (Сумура),евреи,-1310,-1310,ЗА
Кейла,евреи,-1310,-1310,ЗА
Шарон,евреи,-1310,-1310,ЗА
Лукка (Ликия),«народы моря»,-1300,-1100,ЗА
Табету,Ассирия,-1300,-950,ЗА
Ариана (Арьянам-Вайджо),Персия,-1300,-700,ЗА
Бет-Тени,евреи,-1300,-1300,ЗА
Эсази,евреи,-1300,-1300,ЗА
Маин (Минейское царство),Саба,-1270,-120,ЗА
Паххува,«народы моря»,-1250,-1200,ЗА
Исува (Ишуа),Ассирия,-1250,-1110,ЗА
Сухму,Ассирия,-1250,-1110,ЗА
Гешур (Гессур),Израильское царство,-1250,-980,ЗА
Мелид,Мидия,-1250,-600,ЗА
Едом (Идумея),Персидское царство,-1250,-581,ЗА
Колофон,Рим,-1250,-85,ЗА
Наири,Урарту,-1250,-860,ЗА
Мадаи,Мидия,-1230,-615,ЗА
Мааха,Ассирия,-1200,-730,ЗА
Табал (Бит-Буруташ),Ассирия,-1200,-713,ЗА
Этиуни,Ассирия,-1200,-650,ЗА
Бит-Аммукани,Вавилония,-1200,-543,ЗА
Бит-Бахаини,Вавилония,-1200,-808,ЗА
Бит-Даккури,Вавилония,-1200,-580,ЗА
Лидия,Персидское царство,-1200,-546,ЗА
Киликия (Хилакку),Рим,-1200,38,ЗА
Саба (Сабейское царство),Химьяр,-1200,250,ЗА
Бит-Иштар,Ассирия,-1175,-737,ЗА
Ханби (Бит-Хаббан),Мидия,-1157,-612,ЗА
Угина,Урарту,-1150,-1150,ЗА
Абарсиуне,Урарту,-1150,-860,ЗА
Адене,Урарту,-1150,-860,ЗА
Адургиие,Урарту,-1150,-860,ЗА
Албайе,Урарту,-1150,-860,ЗА
Андиабе,Урарту,-1150,-860,ЗА
Дайене,Урарту,-1150,-860,ЗА
