country;paged_country_id;vdem_country_id;cow_country_id;cab_id;cabname;electdate;date_in;date_out;cab_duration_days;form_duration;form_duration_alt;cab_num_parties;cab_coalition;cab_majority;cab_surplus;govtype;seats;pm_party;cab_seattotal;cab_seatshare;cab_party_1;cab_party_2;cab_party_3;cab_party_4;cab_party_5;cab_party_6;cab_party_7;cab_party_8;cab_party_9;cab_party_parlgov_id_1;cab_party_parlgov_id_2;cab_party_parlgov_id_3;cab_party_parlgov_id_4;cab_party_parlgov_id_5;cab_party_parlgov_id_6;cab_party_parlgov_id_7;cab_party_parlgov_id_8;cab_party_parlgov_id_9;cab_party_seats_1;cab_party_seats_2;cab_party_seats_3;cab_party_seats_4;cab_party_seats_5;cab_party_seats_6;cab_party_seats_7;cab_party_seats_8;cab_party_seats_9
Austria;1;144;305;1H1;Renner II;1919-02-16;1919-03-15;1919-10-17;216;27;27;2;1;1;0;3;170;SPO;141;0.8294117647058824;SPO;OVP;;;;;;;;973;1013;;;;;;;;72;69;;;;;;;
Austria;1;144;305;1H2;Renner III;1919-02-16;1919-10-17;1920-06-11;238;0;0;2;1;1;0;3;170;SPO;141;0.8294117647058824;SPO;OVP;;;;;;;;973;1013;;;;;;;;72;69;;;;;;;
Austria;1;144;305;1H3;Mayr I;1919-02-16;1920-07-07;1920-10-17;102;26;26;3;1;1;1;4;170;OVP;141;0.8294117647058824;SPO;OVP;GDVP;;;;;;;973;1013;2674;;;;;;;72;69;0;;;;;;
Austria;1;144;305;1H4;Mayr II;1920-10-17;1920-11-20;1921-06-01;193;34;34;1;0;0;0;1;183;OVP;85;0.4644808743169399;OVP;;;;;;;;;1013;;;;;;;;;85;;;;;;;;
Austria;1;144;305;1H5;Schober I;1920-10-17;1921-06-21;1922-01-26;219;20;20;3;1;1;0;3;183;none;106;0.5792349726775956;OVP;GDVP;;;;;;;;1013;2674;;;;;;;;85;21;;;;;;;
Austria;1;144;305;1H6;Schober II;1920-10-17;1922-01-27;1922-05-30;123;1;1;2;0;0;0;1;183;none;85;0.4644808743169399;OVP;;;;;;;;;1013;;;;;;;;;85;;;;;;;;
Austria;1;144;305;1H7;Seipel I;1920-10-17;1922-05-31;1923-10-21;508;1;1;2;1;1;0;3;183;OVP;106;0.5792349726775956;OVP;GDVP;;;;;;;;1013;2674;;;;;;;;85;21;;;;;;;
Austria;1;144;305;1H8;Seipel II;1923-10-21;1923-10-21;1924-11-08;384;0;0;2;1;1;0;3;183;OVP;106;0.5792349726775956;OVP;GDVP;;;;;;;;1013;2674;;;;;;;;85;21;;;;;;;
Austria;1;144;305;1H9;Ramek I;1923-10-21;1924-11-20;1926-01-15;421;12;12;2;1;1;0;3;165;OVP;92;0.5575757575757576;OVP;GDVP;;;;;;;;1013;2674;;;;;;;;82;10;;;;;;;
Austria;1;144;305;1H10;Ramek II;1923-10-21;1926-01-15;1926-10-15;273;0;0;2;1;1;0;3;165;OVP;92;0.5575757575757576;OVP;GDVP;;;;;;;;1013;2674;;;;;;;;82;10;;;;;;;
Austria;1;144;305;1H11;Seipel III;1923-10-21;1926-10-20;1927-04-24;186;5;5;3;1;1;1;4;165;OVP;97;0.5878787878787879;OVP;GDVP;L;;;;;;;1013;2674;2681;;;;;;;82;10;5;;;;;;
Austria;1;144;305;1H12;Seipel IV;1927-04-24;1927-05-19;1929-04-03;685;25;25;3;1;1;1;4;165;OVP;94;0.5696969696969697;OVP;GDVP;L;;;;;;;1013;2674;2681;;;;;;;73;12;9;;;;;;
Austria;1;144;305;1H13;Streeruwitz;1927-04-24;1929-05-04;1929-09-25;144;31;31;3;1;1;1;4;165;OVP;94;0.5696969696969697;OVP;GDVP;L;;;;;;;1013;2674;2681;;;;;;;73;12;9;;;;;;
Austria;1;144;305;1H14;Schober III;1927-04-24;1929-09-26;1930-09-25;364;1;1;4;1;1;1;4;165;none;94;0.5696969696969697;OVP;GDVP;L;;;;;;;1013;2674;2681;;;;;;;73;12;9;;;;;;
Austria;1;144;305;1H15;Vaugoin;1930-09-30;1930-09-30;1930-11-09;40;5;0;1;0;0;0;1;165;OVP;73;0.4424242424242424;OVP;;;;;;;;;1013;;;;;;;;;73;;;;;;;;
Austria;1;144;305;1H16;Ender;1930-12-04;1930-12-04;1931-06-16;194;25;0;3;1;1;0;3;165;OVP;85;0.5151515151515151;OVP;GDVP;L;;;;;;;1013;2674;2681;;;;;;;66;10;9;;;;;;
Austria;1;144;305;1H17;Buresch I;1931-06-20;1931-06-20;1932-01-27;221;4;0;3;1;1;0;3;165;OVP;85;0.5151515151515151;OVP;GDVP;L;;;;;;;1013;2674;2681;;;;;;;66;10;9;;;;;;
Austria;1;144;305;1H18;Buresch II;1932-01-29;1932-01-29;1932-05-06;98;2;0;3;1;1;0;3;165;OVP;85;0.5151515151515151;OVP;GDVP;L;;;;;;;1013;2674;2681;;;;;;;66;10;9;;;;;;
Austria;1;144;305;1H19;Dollfuß;1932-05-20;1932-05-20;1933-03-15;299;14;0;3;1;1;0;3;165;OVP;83;0.503030303030303;OVP;L;HB;;;;;;;1013;2681;2685;;;;;;;66;9;8;;;;;;
Austria;1;144;305;1H20;Figl I;1945-11-25;1945-12-20;1947-11-20;700;25;25;3;1;1;1;4;165;OVP;165;1;OVP;SPO;KPO;;;;;;;1013;973;769;;;;;;;85;76;4;;;;;;
Belgium;2;148;211;2H1;Delacroix II;1919-11-16;1919-12-02;1920-11-03;337;16;16;3;1;1;1;4;186;KP-PC;177;0.9516129032258065;KP-PC;BWP-POB;LP-PL;;;;;;;2423;2422;63;;;;;;;73;70;34;;;;;;
Belgium;2;148;211;2H2;Carton de Wiart;1919-11-16;1920-11-20;1921-11-20;365;17;17;3;1;1;1;4;186;KP-PC;177;0.9516129032258065;KP-PC;BWP-POB;LP-PL;;;;;;;2423;2422;63;;;;;;;73;70;34;;;;;;
Belgium;2;148;211;2H3;Theunis I;1921-11-20;1921-12-16;1924-03-11;816;26;26;2;1;1;0;3;186;KP-PC;109;0.5860215053763441;KP-PC;LP-PL;;;;;;;;2423;63;;;;;;;;76;33;;;;;;;
Belgium;2;148;211;2H4;Theunis II;1921-11-20;1924-03-11;1925-04-05;390;0;0;2;1;1;0;3;186;KP-PC;109;0.5860215053763441;KP-PC;LP-PL;;;;;;;;2423;63;;;;;;;;76;33;;;;;;;
Belgium;2;148;211;2H5;Van de Vyvere;1925-04-05;1925-05-13;1925-05-22;9;38;38;1;0;0;0;1;186;KP-PC;76;0.4086021505376344;KP-PC;;;;;;;;;2423;;;;;;;;;76;;;;;;;;
Belgium;2;148;211;2H6;Poullet;1925-04-05;1925-06-17;1926-05-19;336;26;26;2;1;1;0;3;187;KP-PC;153;0.8181818181818182;BWP-POB;KP-PC;;;;;;;;2422;2423;;;;;;;;78;75;;;;;;;
Belgium;2;148;211;2H7;Jaspar;1925-08-05;1926-05-20;1927-11-21;550;1;1;3;1;1;1;4;187;KP-PC;176;0.9411764705882353;BWP-POB;KP-PC;LP-PL;;;;;;;2422;2423;63;;;;;;;78;75;23;;;;;;
Belgium;2;148;211;2H8;Jaspar II;1925-08-05;1927-11-22;1929-05-26;551;1;1;2;1;1;0;3;187;KP-PC;98;0.5240641711229946;KP-PC;LP-PL;;;;;;;;2423;63;;;;;;;;75;23;;;;;;;
Belgium;2;148;211;2H9;Jaspar III;1929-05-26;1929-05-26;1931-06-06;741;0;0;2;1;1;0;3;187;KP-PC;99;0.5294117647058824;KP-PC;LP-PL;;;;;;;;2423;63;;;;;;;;71;28;;;;;;;
Belgium;2;148;211;2H10;Renkin;1929-05-26;1931-06-06;1932-10-18;500;0;0;2;1;1;0;3;187;KP-PC;99;0.5294117647058824;KP-PC;LP-PL;;;;;;;;2423;63;;;;;;;;71;28;;;;;;;
Belgium;2;148;211;2H11;De Broquevile IV;1929-05-26;1932-10-22;1932-11-27;36;4;4;2;1;1;0;3;187;KP-PC;99;0.5294117647058824;KP-PC;LP-PL;;;;;;;;2423;63;;;;;;;;71;28;;;;;;;
Belgium;2;148;211;2H12;De Broquevile V;1932-11-27;1932-12-17;1934-11-20;703;20;20;2;1;1;0;3;187;KP-PC;103;0.5508021390374331;KP-PC;LP-PL;;;;;;;;2423;63;;;;;;;;79;24;;;;;;;
Belgium;2;148;211;2H13;Theunis IV;1932-11-27;1934-11-20;1935-03-19;119;0;0;2;1;1;0;3;187;KP-PC;103;0.5508021390374331;KP-PC;LP-PL;;;;;;;;2423;63;;;;;;;;79;24;;;;;;;
Belgium;2;148;211;2H14;Van Zeeland I;1932-11-27;1935-03-25;1936-05-24;426;6;6;3;1;1;1;4;187;KP-PC;176;0.9411764705882353;KP-PC;BWP-POB;LP-PL;;;;;;;2423;2422;63;;;;;;;79;73;24;;;;;;
Belgium;2;148;211;2H15;Van Zeeland II;1936-05-24;1936-06-13;1937-10-25;499;20;20;3;1;1;1;4;202;KP-PC;154;0.7623762376237624;BWP-POB;KP-PC;LP-PL;;;;;;;2422;2423;63;;;;;;;70;61;23;;;;;;
Belgium;2;148;211;2H16;Janson;1936-05-24;1937-11-24;1938-05-13;170;30;30;3;1;1;1;4;202;LP-PL;154;0.7623762376237624;BWP-POB;KP-PC;LP-PL;;;;;;;2422;2423;63;;;;;;;70;61;23;;;;;;
Belgium;2;148;211;2H17;Spaak I;1936-05-24;1938-05-15;1939-02-21;282;2;2;3;1;1;1;4;202;BWP-POB;154;0.7623762376237624;BWP-POB;KP-PC;LP-PL;;;;;;;2422;2423;63;;;;;;;70;61;23;;;;;;
Belgium;2;148;211;2H18;Pierlot I;1936-05-24;1939-02-22;1939-02-27;5;1;1;2;1;1;0;3;202;KP-PC;131;0.6485148514851485;BWP-POB;KP-PC;;;;;;;;2422;2423;;;;;;;;70;61;;;;;;;
Belgium;2;148;211;2H19;Pierlot II;1939-04-02;1939-04-16;1939-09-03;140;48;14;2;1;0;0;1;202;KP-PC;100;0.495049504950495;KP-PC;LP-PL;;;;;;;;2423;63;;;;;;;;67;33;;;;;;;
Belgium;2;148;211;2H20;Pierlot III;1939-04-02;1939-09-03;1940-05-10;250;0;0;3;1;1;1;4;202;KP-PC;164;0.8118811881188119;KP-PC;BWP-POB;LP-PL;;;;;;;2423;2422;63;;;;;;;67;64;33;;;;;;
Belgium;2;148;211;2H21;Pierlot IV;1939-04-02;1944-09-26;1944-11-16;51;;;4;1;0;0;1;202;PSC-CVP;42;0.2079207920792079;LP-PL;KPB-PCB;BSP-PSB;PSC-CVP;;;;;;63;708;167;1051;;;;;;33;9;0;0;;;;;
Belgium;2;148;211;2H22;Pierlot V;1939-04-02;1944-12-12;1945-02-12;62;26;26;3;1;0;0;1;202;PSC-CVP;33;0.1633663366336634;LP-PL;BSP-PSB;PSC-CVP;;;;;;;63;167;1051;;;;;;;33;0;0;;;;;;
Belgium;2;148;211;2H23;Van Acker I;1939-04-02;1945-02-12;1945-07-17;155;0;0;4;1;0;0;1;202;BSP-PSB;42;0.2079207920792079;LP-PL;KPB-PCB;BSP-PSB;PSC-CVP;;;;;;63;708;167;1051;;;;;;33;9;0;0;;;;;
Belgium;2;148;211;2H24;Van Acker II;1939-04-02;1945-08-02;1946-02-18;200;16;16;3;1;0;0;1;202;BSP-PSB;42;0.2079207920792079;LP-PL;KPB-PCB;BSP-PSB;;;;;;;63;708;167;;;;;;;33;9;0;;;;;;
Germany;6;77;255;6H1;Scheidemann;1919-01-19;1919-02-13;1919-06-20;127;25;25;3;1;1;1;4;423;SPD;312;0.7375886524822695;SPD;DDP;DZ;;;;;;;558;2691;137;;;;;;;165;74;73;;;;;;
Germany;6;77;255;6H2;Bauer I;1919-01-19;1919-06-21;1919-10-03;104;1;1;3;1;1;1;4;423;SPD;254;0.6004728132387707;SPD;DZ;BVP;;;;;;;558;137;2697;;;;;;;165;73;16;;;;;;
Germany;6;77;255;6H3;Bauer II;1919-01-19;1919-10-03;1920-03-27;176;0;0;4;1;1;1;4;423;SPD;328;0.7754137115839244;SPD;DDP;DZ;BVP;;;;;;558;2691;137;2697;;;;;;165;74;73;16;;;;;
Germany;6;77;255;6H4;Müller I;1919-01-19;1920-03-27;1920-06-06;71;0;0;3;1;1;1;4;423;SPD;312;0.7375886524822695;SPD;DDP;DZ;;;;;;;558;2691;137;;;;;;;165;74;73;;;;;;
Germany;6;77;255;6H5;Fehrenbach;1920-06-06;1920-06-25;1921-05-04;313;19;19;3;1;0;0;1;466;DZ;173;0.3712446351931331;DZ;DVP;DDP;;;;;;;137;2693;2691;;;;;;;67;62;44;;;;;;
Germany;6;77;255;6H6;Wirth I;1920-06-06;1921-05-10;1921-10-22;165;6;6;3;1;0;0;1;466;DZ;218;0.4678111587982833;SPD;DZ;DDP;;;;;;;558;137;2691;;;;;;;108;70;40;;;;;;
Germany;6;77;255;6H7;Wirth II;1920-06-06;1921-10-26;1922-11-14;384;4;4;2;1;0;0;1;466;DZ;178;0.3819742489270386;SPD;DZ;;;;;;;;558;137;;;;;;;;108;70;;;;;;;
Germany;6;77;255;6H8;Cuno;1920-06-06;1922-11-22;1923-08-12;263;8;8;5;1;0;0;1;466;none;193;0.4141630901287554;DZ;DVP;DDP;BVP;;;;;;137;2693;2691;2697;;;;;;68;66;39;20;;;;;
Germany;6;77;255;6H9;Stresemann I;1920-06-06;1923-08-13;1923-10-03;51;1;1;4;1;1;1;4;466;DVP;346;0.7424892703862661;SPD;DZ;DVP;DDP;;;;;;558;137;2693;2691;;;;;;173;68;66;39;;;;;
Germany;6;77;255;6H10;Stresemann II;1920-06-06;1923-10-06;1923-11-23;48;3;3;3;1;0;0;1;466;DVP;173;0.3712446351931331;DZ;DVP;DDP;;;;;;;137;2693;2691;;;;;;;68;66;39;;;;;;
Germany;6;77;255;6H11;Marx I;1920-06-06;1923-11-30;1924-05-04;156;7;7;4;1;0;0;1;466;DZ;193;0.4141630901287554;DZ;DVP;DDP;BVP;;;;;;137;2693;2691;2697;;;;;;68;66;39;20;;;;;
Germany;6;77;255;6H12;Marx II;1924-05-04;1924-05-04;1924-05-26;22;0;0;3;1;0;0;1;466;DZ;173;0.3712446351931331;DZ;DVP;DDP;;;;;;;137;2693;2691;;;;;;;68;66;39;;;;;;
Germany;6;77;255;6H13;Marx III;1924-05-04;1924-05-27;1924-12-07;194;1;1;3;1;0;0;1;472;DZ;138;0.2923728813559322;DZ;DVP;DDP;;;;;;;137;2693;2691;;;;;;;65;45;28;;;;;;
Germany;6;77;255;6H14;Luther I;1924-12-07;1925-01-15;1925-10-26;284;39;39;5;1;0;0;1;493;none;242;0.4908722109533469;DNVP;DZ;DVP;BVP;;;;;;2692;137;2693;2697;;;;;;103;69;51;19;;;;;
Germany;6;77;255;6H15;Luther II;1924-12-07;1925-10-26;1925-12-05;40;0;0;4;1;0;0;1;493;none;139;0.281947261663286;DZ;DVP;BVP;;;;;;;137;2693;2697;;;;;;;69;51;19;;;;;;
Germany;6;77;255;6H16;Luther III;1924-12-07;1926-01-20;1926-05-13;113;46;46;5;1;0;0;1;493;none;171;0.3468559837728195;DZ;DVP;DDP;BVP;;;;;;137;2693;2691;2697;;;;;;69;51;32;19;;;;;
Germany;6;77;255;6H17;Marx IV;1924-12-07;1926-05-17;1927-02-01;260;4;4;4;1;0;0;1;493;DZ;171;0.3468559837728195;DZ;DVP;DDP;BVP;;;;;;137;2693;2691;2697;;;;;;69;51;32;19;;;;;
Germany;6;77;255;6H18;Marx V;1924-12-07;1927-02-01;1928-05-20;474;0;0;4;1;0;0;1;493;DZ;242;0.4908722109533469;DNVP;DZ;DVP;BVP;;;;;;2692;137;2693;2697;;;;;;103;69;51;19;;;;;
Germany;6;77;255;6H19;Müller II;1928-05-20;1928-06-28;1930-03-27;637;39;39;5;1;1;1;4;491;SPD;301;0.6130346232179226;SPD;DZ;DVP;DDP;BVP;;;;;558;137;2693;2691;2697;;;;;153;61;45;25;17;;;;
Germany;6;77;255;6H20;Brüning I;1928-05-20;1930-03-30;1930-09-14;168;3;3;6;1;0;0;1;491;DZ;192;0.3910386965376782;DZ;DVP;DDP;WP;CNAG;BVP;;;;137;2693;2691;2698;2713;2697;;;;61;45;25;23;21;17;;;
Germany;6;77;255;6H21;Brüning II;1930-09-14;1930-09-14;1931-10-09;390;0;0;7;1;0;0;1;577;DZ;193;0.3344887348353553;DZ;DVP;WP;DDP;BVP;CNBL;CSVD;;;137;2693;2698;2691;2697;2709;2700;;;68;30;23;20;19;19;14;;
Germany;6;77;255;6H22;Brüning III;1930-09-14;1931-10-10;1932-05-30;233;1;1;6;1;0;0;1;577;DZ;170;0.2946273830155979;DZ;DVP;DDP;BVP;CNBL;CSVD;;;;137;2693;2691;2697;2709;2700;;;;68;30;20;19;19;14;;;
Germany;6;77;255;6H23;Papen I;1930-09-14;1932-06-02;1932-07-31;59;3;3;2;0;0;0;1;577;none;41;0.07105719237435008;DNVP;;;;;;;;;2692;;;;;;;;;41;;;;;;;;
Germany;6;77;255;6H24;Papen II;1932-07-31;1932-07-31;1932-11-06;98;0;0;2;0;0;0;1;608;none;37;0.06085526315789474;DNVP;;;;;;;;;2692;;;;;;;;;37;;;;;;;;
Germany;6;77;255;6H25;Schleicher;1932-07-31;1932-12-03;1933-01-28;56;27;27;3;1;0;0;1;584;none;51;0.08732876712328767;DNVP;CNBL;;;;;;;;2692;2709;;;;;;;;51;0;;;;;;;
Germany;6;77;255;6H26;Hitler;1932-07-31;1933-01-30;1933-03-05;34;2;2;2;1;0;0;1;584;NSDAP;247;0.4229452054794521;NSDAP;DNVP;;;;;;;;2695;2692;;;;;;;;196;51;;;;;;;
Denmark;3;158;390;3H1;Liebe;1918-04-22;1920-03-30;1920-04-05;6;0;0;1;0;0;0;5;139;none;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
Denmark;3;158;390;3H2;Friis;1918-04-22;1920-04-05;1920-04-26;21;0;0;1;0;0;0;5;139;none;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
Denmark;3;158;390;3H3;Neergaard II;1920-04-26;1920-05-05;1920-07-06;62;9;9;1;0;0;0;1;139;V;48;0.3453237410071943;V;;;;;;;;;1605;;;;;;;;;48;;;;;;;;
Denmark;3;158;390;3H4;Neergaard III;1920-07-06;1920-07-06;1920-09-21;77;0;0;1;0;0;0;1;139;V;51;0.3669064748201439;V;;;;;;;;;1605;;;;;;;;;51;;;;;;;;
Denmark;3;158;390;3H5;Neergaard IV;1920-09-21;1920-09-21;1922-10-09;748;0;0;1;0;0;0;1;148;V;51;0.3445945945945946;V;;;;;;;;;1605;;;;;;;;;51;;;;;;;;
Denmark;3;158;390;3H6;Neergaard V;1920-09-21;1922-10-09;1924-04-11;550;0;0;1;0;0;0;1;148;V;51;0.3445945945945946;V;;;;;;;;;1605;;;;;;;;;51;;;;;;;;
Denmark;3;158;390;3H7;Stauning I;1924-04-11;1924-04-23;1926-12-02;953;12;12;1;0;0;0;1;148;Sd;55;0.3716216216216216;Sd;;;;;;;;;1629;;;;;;;;;55;;;;;;;;
Denmark;3;158;390;3H8;Madsen-Mygdal;1926-12-02;1926-12-14;1929-04-24;862;12;12;1;0;0;0;1;148;V;46;0.3108108108108108;V;;;;;;;;;1605;;;;;;;;;46;;;;;;;;
Denmark;3;158;390;3H9;Stauning II;1929-04-24;1929-04-30;1932-11-16;1296;6;6;2;1;1;0;3;148;Sd;77;0.5202702702702703;Sd;RV;;;;;;;;1629;211;;;;;;;;61;16;;;;;;;
Denmark;3;158;390;3H10;Stauning III;1932-11-16;1932-11-16;1935-10-22;1070;0;0;2;1;1;0;3;148;Sd;76;0.5135135135135135;Sd;RV;;;;;;;;1629;211;;;;;;;;62;14;;;;;;;
Denmark;3;158;390;3H11;Stauning IV;1935-10-22;1935-11-04;1939-04-03;1246;13;13;2;1;1;0;3;148;Sd;82;0.5540540540540541;Sd;RV;;;;;;;;1629;211;;;;;;;;68;14;;;;;;;
Denmark;3;158;390;3H12;Stauning V;1939-04-03;1939-04-03;1940-04-10;373;0;0;2;1;1;0;3;148;Sd;78;0.527027027027027;Sd;RV;;;;;;;;1629;211;;;;;;;;64;14;;;;;;;
Denmark;3;158;390;3H13;Buhl I;1943-03-23;1945-05-05;1945-10-30;178;;;6;1;1;1;4;148;Sd;141;0.9527027027027027;Sd;KF;V;RV;DS;DKP;;;;1629;590;1605;211;412;1239;;;;66;31;28;13;3;0;;;
Denmark;3;158;390;3H14;Kristensen;1945-11-07;1945-11-07;1947-10-28;720;8;0;1;0;0;0;1;149;V;38;0.2550335570469799;V;;;;;;;;;1605;;;;;;;;;38;;;;;;;;
Finland;4;163;375;4H1;Castren;1919-03-03;1919-04-17;1919-08-15;120;45;45;3;1;0;0;1;200;KE|SLK;90;0.45;KESK;KE|SLK;RKP-SFP;;;;;;;94;1219;585;;;;;;;42;26;22;;;;;;
Finland;4;163;375;4H2;Vennola I;1919-03-03;1919-08-15;1920-03-15;213;0;0;2;1;0;0;1;200;KE|SLK;68;0.34;KESK;KE|SLK;;;;;;;;94;1219;;;;;;;;42;26;;;;;;;
Finland;4;163;375;4H3;Erich;1919-03-03;1920-03-15;1921-04-09;390;0;0;4;1;1;0;3;200;KOK;118;0.59;KESK;KOK;KE|SLK;RKP-SFP;;;;;;94;1118;1219;585;;;;;;42;28;26;22;;;;;
Finland;4;163;375;4H4;Vennola II;1919-03-03;1921-04-09;1922-06-02;419;0;0;2;1;0;0;1;200;KE|SLK;68;0.34;KESK;KE|SLK;;;;;;;;94;1219;;;;;;;;42;26;;;;;;;
Finland;4;163;375;4H5;Cajander I;1919-03-03;1922-06-02;1922-07-03;31;0;0;1;0;0;0;5;200;none;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
Finland;4;163;375;4H6;Cajander II;1922-07-03;1922-07-03;1922-11-14;134;0;0;2;1;0;0;1;200;KESK;60;0.3;KESK;KE|SLK;;;;;;;;94;1219;;;;;;;;45;15;;;;;;;
Finland;4;163;375;4H7;Kallio I;1922-07-03;1922-11-14;1924-01-18;430;0;0;2;1;0;0;1;200;KESK;60;0.3;KESK;KE|SLK;;;;;;;;94;1219;;;;;;;;45;15;;;;;;;
Finland;4;163;375;4H8;Cajander III;1922-07-03;1924-01-18;1924-04-02;75;0;0;1;0;0;0;5;200;none;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
Finland;4;163;375;4H9;Ingman II;1924-04-02;1924-05-31;1925-03-31;304;59;59;4;1;1;1;4;200;KOK;122;0.61;KESK;KOK;RKP-SFP;KE|SLK;;;;;;94;1118;585;1219;;;;;;44;38;23;17;;;;;
Finland;4;163;375;4H10;Tulenheimo;1924-04-02;1925-03-31;1925-12-31;275;0;0;2;1;0;0;1;200;KOK;82;0.41;KESK;KOK;;;;;;;;94;1118;;;;;;;;44;38;;;;;;;
Finland;4;163;375;4H11;Kallio II;1924-04-02;1925-12-31;1926-12-13;347;0;0;2;1;0;0;1;200;KESK;82;0.41;KESK;KOK;;;;;;;;94;1118;;;;;;;;44;38;;;;;;;
Finland;4;163;375;4H12;Tanner;1924-04-02;1926-12-13;1927-07-02;201;0;0;1;0;0;0;1;200;SSDP;60;0.3;SSDP;;;;;;;;;395;;;;;;;;;60;;;;;;;;
Finland;4;163;375;4H13;Tanner II;1927-07-02;1927-07-02;1927-12-17;168;0;0;1;0;0;0;1;200;SSDP;60;0.3;SSDP;;;;;;;;;395;;;;;;;;;60;;;;;;;;
Finland;4;163;375;4H14;Sunila I;1927-07-02;1927-12-17;1928-12-22;371;0;0;1;0;0;0;1;200;KESK;52;0.26;KESK;;;;;;;;;94;;;;;;;;;52;;;;;;;;
Finland;4;163;375;4H15;Mantere;1927-07-02;1928-12-22;1929-07-02;192;0;0;2;1;0;0;1;200;KE|SLK;62;0.31;KESK;KE|SLK;;;;;;;;94;1219;;;;;;;;52;10;;;;;;;
Finland;4;163;375;4H16;Kallio III;1929-07-02;1929-08-16;1930-07-04;322;45;45;1;0;0;0;1;200;KESK;60;0.3;KESK;;;;;;;;;94;;;;;;;;;60;;;;;;;;
Finland;4;163;375;4H17;Svinhufvud II;1929-07-02;1930-07-04;1930-10-02;90;0;0;4;1;1;1;4;200;KOK;118;0.59;KESK;KOK;RKP-SFP;KE|SLK;;;;;;94;1118;585;1219;;;;;;60;28;23;7;;;;;
Finland;4;163;375;4H18;Svinhufvud III;1930-10-02;1930-10-02;1931-02-18;139;0;0;4;1;1;1;4;200;KESK;132;0.66;KESK;KOK;RKP-SFP;KE|SLK;;;;;;94;1118;585;1219;;;;;;59;42;20;11;;;;;
Finland;4;163;375;4H19;Vennola III;1930-10-02;1931-02-18;1931-03-21;31;0;0;4;1;1;1;4;200;KE|SLK;132;0.66;KESK;KOK;RKP-SFP;KE|SLK;;;;;;94;1118;585;1219;;;;;;59;42;20;11;;;;;
Finland;4;163;375;4H20;Sunila II;1930-10-02;1931-03-21;1932-12-14;634;0;0;4;1;1;1;4;200;KESK;132;0.66;KESK;KOK;RKP-SFP;KE|SLK;;;;;;94;1118;585;1219;;;;;;59;42;20;11;;;;;
Finland;4;163;375;4H21;Kivimäki I;1930-10-03;1932-12-14;1933-07-03;201;0;0;3;1;0;0;1;200;KE|SLK;90;0.45;KESK;RKP-SFP;KE|SLK;;;;;;;94;585;1219;;;;;;;59;20;11;;;;;;
Finland;4;163;375;4H22;Kivimäki II;1933-07-03;1933-07-03;1936-07-03;1096;0;0;3;1;0;0;1;200;KE|SLK;85;0.425;KESK;RKP-SFP;KE|SLK;;;;;;;94;585;1219;;;;;;;53;21;11;;;;;;
Finland;4;163;375;4H23;Kivimäki III;1936-07-03;1936-07-03;1936-10-07;96;0;0;2;1;0;0;1;200;KE|SLK;60;0.3;KESK;KE|SLK;;;;;;;;94;1219;;;;;;;;53;7;;;;;;;
Finland;4;163;375;4H24;Kallio IV;1936-07-02;1936-10-07;1937-02-15;131;0;0;2;1;0;0;1;200;KESK;60;0.3;KESK;KE|SLK;;;;;;;;94;1219;;;;;;;;53;7;;;;;;;
Finland;4;163;375;4H25;Holsti I;1936-07-02;1937-02-17;1937-03-12;23;2;2;2;1;0;0;1;200;KE|SLK;60;0.3;KESK;KE|SLK;;;;;;;;94;1219;;;;;;;;53;7;;;;;;;
Finland;4;163;375;4H26;Cajander IV;1936-07-02;1937-03-12;1939-07-02;842;0;0;3;1;1;1;4;200;KE|SLK;143;0.715;SSDP;KESK;KE|SLK;;;;;;;395;94;1219;;;;;;;83;53;7;;;;;;
Finland;4;163;375;4H27;Cajander V;1939-07-02;1939-07-02;1939-12-01;152;0;0;3;1;1;1;4;200;KE|SLK;147;0.735;SSDP;KESK;KE|SLK;;;;;;;395;94;1219;;;;;;;85;56;6;;;;;;
Finland;4;163;375;4H28;Ryti I;1939-07-02;1939-12-01;1940-03-27;117;0;0;4;1;1;1;4;200;KE|SLK;165;0.825;SSDP;KESK;RKP-SFP;KE|SLK;;;;;;395;94;585;1219;;;;;;85;56;18;6;;;;;
Finland;4;163;375;4H29;Ryti II;1939-07-02;1940-03-27;1940-12-19;267;0;0;5;1;1;1;4;200;KE|SLK;190;0.95;SSDP;KESK;KOK;RKP-SFP;KE|SLK;;;;;395;94;1118;585;1219;;;;;85;56;25;18;6;;;;
Finland;4;163;375;4H30;Walden;1939-07-02;1940-12-19;1941-01-04;16;0;0;5;1;1;1;4;200;none;190;0.95;SSDP;KESK;KOK;RKP-SFP;KE|SLK;;;;;395;94;1118;585;1219;;;;;85;56;25;18;6;;;;
Finland;4;163;375;4H31;Rangell;1939-07-02;1941-01-04;1943-03-05;790;0;0;6;1;1;1;4;200;KE|SLK;198;0.99;SSDP;KESK;KOK;RKP-SFP;IK;KE|SLK;;;;395;94;1118;585;957;1219;;;;85;56;25;18;8;6;;;
